Park Name,County,Park Identifier,MH Spaces,Phone,Address,Operater
COLONIAL MANOR,SAN LUIS OBISPO,40-0122-MP,64.0,(805) 543-4530,"1255 ORCUTT RD, SAN LUIS OBISPO, CA 93401",SPAULDING
SWEET SPRINGS MOBILE HOME PARK,SAN LUIS OBISPO,40-0126-MP,14.0,(805) 540-3330,"311 SWEET SPRINGS LANE, ARROYO GRANDE, CA 93420",MJG PROPERTY HOLDING PARTNERS LLC
LESAGE RIVIERA,SAN LUIS OBISPO,40-0127-MP,58.0,(805) 489-5506,"319 N HWY 1, GROVER BEACH, CA 93433",LESAGE ENTERPRISES INC
GRANDE MOBIL MANOR,SAN LUIS OBISPO,40-0136-MP,34.0,(805) 481-6900,"655 S HALCYON RD, ARROYO GRANDE, CA 93420",TENBORG
LAGUNA LAKE MOBILE ESTATES,SAN LUIS OBISPO,40-0139-MP,290.0,(805) 543-5500,"1801 PREFUMO CANYON RD, SAN LUIS OBISPO, CA 93405",MHC OPERATING LIMITED PARTNERSHIP
RESTHAVEN PARK,SAN LUIS OBISPO,40-0140-MP,41.0,(805) 238-2044,"1938 ADELAIDA RD, PASO ROBLES, CA 93446",GRANT PARK DEVELOPMENT
BABE RUTHS MHP,MONTEREY,40-0142-MP,25.0,(805) 472-2231,"3045 INTERLAKE RD, BRADLEY, CA 93426",HARRY BATRUM ET AL
MORRO DUNES TP,SAN LUIS OBISPO,40-0143-MP,2.0,(805) 772-2722,"1700 EMBARCADERO, MORRO BAY, CA 93442",MORRO DUNES INC
DAISY HILL MP,SAN LUIS OBISPO,40-0144-MP,139.0,(805) 528-1551,"1595 LOS OSOS VALLEY, LOS OSOS, CA 93402",DAISY HILL ESTATES INC
SANTA MARGARITA LAKE CAMPGROUND,SAN LUIS OBISPO,40-0145-MP,0.0,(805) 239-3090,"4765 SANTA MARGARITA LAKE RD, SANTA MARGARITA, CA 93453",SANTA MARGARITA LAKE CAMPGROUND
RINCONADA PARK,SAN LUIS OBISPO,40-0146-MP,2.0,(805) 438-5479,"4995 SANTA MARGARITA LAKE RD, SANTA MARGARITA, CA 93453",WHITEFORD
COASTAL CREEK VILLAGE,SAN LUIS OBISPO,40-0148-MP,12.0,(661) 437-5995,"2994 S HIGUERA ST, SAN LUIS OBISPO, CA 93401",WARNER
RANCHO OAKS MHP,SAN LUIS OBISPO,40-0149-MP,10.0,(805) 544-3425,"655 RANCHO OAKS DR, SAN LUIS OBISPO, CA 93401",RANCHO OAKS MOBILEHOME PARK INC
HACIENDA DEL PISMO MOBILE ESTATES,SAN LUIS OBISPO,40-0152-MP,181.0,(805) 773-2733,"201 FIVE CITIES DR, PISMO BEACH, CA 93449",RODERMAN FAMILY LLC
BLACK MOUNTAIN RV RESORT,SAN LUIS OBISPO,40-0153-MP,1.0,(805) 438-3199,"HWY 58\ ODONOVAN, CRESTON, CA 93432",DELRE
RANCHO SAN LUIS,SAN LUIS OBISPO,40-0154-MP,102.0,(805) 543-3993,"3395 S HIGUERA ST, SAN LUIS OBISPO, CA 93401",RANCHO SAN LUIS MOBILE ESTATES A CALIFORNIA LIMITED PARTNERSHIP
HOLIDAY RV PARK,SAN LUIS OBISPO,40-0156-MP,2.0,(805) 773-5461,"100 S DOLLIVER ST, PISMO BEACH, CA 93449",HOLIDAY RV PARK OWNERS ASSOCIATION
CAMINO DEL ROBLE SENIOR LIVING,SAN LUIS OBISPO,40-0157-MP,62.0,(805) 466-0898,"1215 EL CAMINO REAL, ATASCADERO, CA 93422",BONESO
BOLSA CHICA MOBILE ESTATES,SAN LUIS OBISPO,40-0158-MP,65.0,(805) 489-2203,"950 HUASNA RD, ARROYO GRANDE, CA 93420",BOLSA CHICA MOBILE ESTATES INC
CA GRANDMOTHERS CLUB MHP,SAN LUIS OBISPO,40-0159-MP,64.0,(805) 489-5951,"1241 FARROLL AVE, ARROYO GRANDE, CA 93420",CALIFORNIA GRANDMOTHERS CLUB INC
SAN LUIS BAY MOBILE ESTATES INC,SAN LUIS OBISPO,40-0161-MP,163.0,(805) 595-2519,"6375 FIREHOUSE CANYON RD, AVILA BEACH, CA 93424",SAN LUIS BAY MOBILE ESTATES INC
BAY PINES TRAVEL TP,SAN LUIS OBISPO,40-0162-MP,0.0,(805) 772-3223,"1501 QUINTANA RD, MORRO BAY, CA 93442",SMITH
MORRO SHORES MHP LLC,SAN LUIS OBISPO,40-0163-MP,164.0,(805) 528-1244,"633 RAMONA AVE, LOS OSOS, CA 93402",MORRO SHORES MOBILEHOME PARK LLC
"HALCYON MHP, LLC",SAN LUIS OBISPO,40-0164-MP,25.0,(805) 481-1015,"727 S HALCYON RD, ARROYO GRANDE, CA 93420",FOLEY
CHUMASH VILLAGE HOMEOWNERS ASSOC,SAN LUIS OBISPO,40-0166-MP,235.0,(805) 544-1290,"3057 SOUTH HIGUERA STREET, SAN LUIS OBISPO, CA 93401",CHUMASH VILLAGE HOMEOWNERS ASSOCIATION
VILLA MARGARITA,SAN LUIS OBISPO,40-0167-MP,70.0,(805) 466-2405,"10995 EL CAMINO REAL, ATASCADERO, CA 93422",BURDETTE
AVILA/PISMO BEACH KOA,SAN LUIS OBISPO,40-0168-MP,1.0,(805) 595-7111,"7075 ONTARIO RD, SAN LUIS OBISPO, CA 93405",REYNOLDS RESORTS-AVILA BEACH
BAY PINES MHP,SAN LUIS OBISPO,40-0169-MP,52.0,(805) 772-3221,"1565 QUINTANA RD, MORRO BAY, CA 93442",A WHITE FAMILY PARTNERSHIP
LOS ROBLES MOBILEHOME ESTATES,SAN LUIS OBISPO,40-0171-MP,169.0,(805) 434-1110,"3165 THEATER DR, PASO ROBLES, CA 93446",BARTLEY
CREEKSIDE COMMUNITY,SAN LUIS OBISPO,40-0172-MP,217.0,(805) 543-7113,"3960 S HIGUERA, SAN LUIS OBISPO, CA 93401",EPI LIMITED PARTNERSHIP
OAK SHORES CAMPGROUND,MONTEREY,40-0173-MP,0.0,(805) 472-2233,"2727 TURKEY COVE RD, BRADLEY, CA 93426",BEAN
RANCHO COLINA,SAN LUIS OBISPO,40-0174-MP,1.0,(805) 772-3414,"1045 ATASCADERO RD, MORRO BAY, CA 93442",MACELVAINE
CHRISTMAS COVE CAMPGROUND,SAN LUIS OBISPO,40-0175-MP,0.0,CA 93401,"LAKE NACIMIENTO, NORTH SHORE, SAN LUIS OBISPO",CHRISTMAS COVE CORP
MUSTANG VILLAGE,SAN LUIS OBISPO,40-0176-MP,10.0,,"4700 ROCKY CANYON RD, ATASCADERO, CA 93422",LEGGITT
AVILA HOT SPRINGS,SAN LUIS OBISPO,40-0177-MP,0.0,(805) 595-2359,"AVILA BEACH DR, SAN LUIS OBISPO, CA 93401",AVILA HOT SPRINGS INC
RESTHAVEN PARK,SAN LUIS OBISPO,40-0178-MP,0.0,(805) 238-2044,"1950 ADELAIDE, PASO ROBLES, CA 93446",GRANT PARK DEVELOPMENT
MESA DUNES MH ESTATES,SAN LUIS OBISPO,40-0179-MP,304.0,(909) 489-6602,"765 MESA VIEW DR, ARROYO GRANDE, CA 93420",MESA DUNES MOBILE HOME ESTATES LLC
PISMO BEACH MHP,SAN LUIS OBISPO,40-0180-MP,233.0,(805) 773-4645,"140 S DOLLIVER ST, PISMO BEACH, CA 93449",PISMO BEACH MOBILEHOME PARK INC
PISMO COAST VILLAGE,SAN LUIS OBISPO,40-0181-MP,0.0,(805) 773-5649,"165 S DOLLIVER ST, PISMO BEACH, CA 93449",PISMO COAST VILLAGE INC
PISMO DUNES RESORT,SAN LUIS OBISPO,40-0184-MP,0.0,(805) 775-4807,"200 S DOLLIVER ST, PISMO BEACH, CA 93449",WM PISMO BEACH HOLDINGS LLC
NORTHSHORE S&B INC,MONTEREY,40-0185-MP,0.0,(805) 472-9739,"6075 NACIMIENTO SHORES BLVD, BRADLEY, CA 93426",NORTHSHORE S&B INC
WHALE ROCK TERRACE,SAN LUIS OBISPO,40-0186-MP,51.0,(805) 995-1404,"1625 CASS AVE, CAYUCOS, CA 93430",WHALE ROCK TERRACE INC
TRI COUNTIES CLUB,SAN LUIS OBISPO,40-0187-MP,0.0,(805) 995-1404,"4250 ALLEN RD, PASO ROBLES, CA 93446",TRI COUNTIES CLUB
LOS TABLAS SPORTSMAN CLUB,SAN LUIS OBISPO,40-0191-MP,0.0,(805) 239-1980,"12820 CHIMNEY ROCK RD, PASO ROBLES, CA 93446",BONNHEIM
"RANCHO DEL ARROYO, MHP",SAN LUIS OBISPO,40-0192-MP,120.0,(805) 489-9523,"2700 CIENAGE ROAD, OCEANO, CA 93445",THE CARITAS CORPORATION
PISMO SANDS RV PARK,SAN LUIS OBISPO,40-0196-MP,1.0,(805) 481-3225,"2220 CIENGA ST, OCEANO, CA 93445",PISMO SANDS RV RESORT LLC
DUNA VISTA MHP,SAN LUIS OBISPO,40-0197-MP,108.0,(805) 489-8366,"2400 CIENAGA ST, OCEANO, CA 93445",KEITH
WILLOW CREEK COUNTRY ESTATES,SAN LUIS OBISPO,40-0198-MP,82.0,(805) 544-4172,"3500 BULLOCK LN, SAN LUIS OBISPO, CA 93401",JANET S VAN ADELSBERG FAMILY TRUST & RONALD E DRUSIN FAMILY TRUST
SUNRISE TERRACE ASSOC,SAN LUIS OBISPO,40-0201-MP,300.0,(805) 489-8430,"345 SUNRISE TERRACE DR, ARROYO GRANDE, CA 93420",SUNRISE TERRACE HOME
RANCHO DEL BORDO ESTATES,SAN LUIS OBISPO,40-0203-MP,128.0,(805) 466-2400,"10025 EL CAMINO REAL, ATASCADERO, CA 93422",EGAN
HERITAGE RANCH CAMP,SAN LUIS OBISPO,40-0204-MP,1.0,(805) 238-9641,"100 RANCH CAMP RD, PASO ROBLES, CA 93446",HERITAGE RANCH OWNERS ASSOCIATION
SEA OAKS,SAN LUIS OBISPO,40-0205-MP,125.0,(805) 528-2234,"1675 LOS OSOS VALLEY, LOS OSOS, CA 93402",MHC OPERATING L P
CIENAGA SEABREEZE PARK INC,SAN LUIS OBISPO,40-0207-MP,70.0,(805) 528-2234,"2300 CIENAGA STREET, OCEANO, CA 93445",CIENAGA SEABREEZE PARK INC
RANCHO PASO,SAN LUIS OBISPO,40-0209-MP,187.0,(805) 434-5543,"2945 THEATER DR, PASO ROBLES, CA 93446",RANCHO PASO HOA
QUAIL RUN ESTATES,SAN LUIS OBISPO,40-0211-MP,310.0,(805) 238-2999,"1400 QUAIL RUN DR, PASO ROBLES, CA 93446",QUAIL RUN SENIOR ESTATES HOMEOWNERS ASSOCIATION
LOST OAK MHP,SAN LUIS OBISPO,40-0213-MP,55.0,(805) 461-0721,"9191 SAN DIEGO RD, ATASCADERO, CA 93423",LOST OAK MHP LLC
WHITE OAK MH COMMUNITY,SAN LUIS OBISPO,40-0214-MP,27.0,(805) 467-3953,"700 RIVER RD BX 56, SAN MIGUEL, CA 93451",BUCKMAN
PORTICOS MHP\GARDEN PARK,SAN LUIS OBISPO,40-0215-MP,58.0,(805) 481-1350,"2550 CIENAGA ST, OCEANO, CA 93445",PORTICOS
MEADOWBROOK MOBILEHOME PARK,SAN LUIS OBISPO,40-0216-MP,115.0,(805) 434-1579,"1220 BENNETT WAY, TEMPLETON, CA 93465",MEADOWBROOK MHP LLC
PISMO CREEK RV RESORT INC,SAN LUIS OBISPO,40-0217-MP,0.0,(805) 773-4434,"98 S DOLLIVER ST, PISMO BEACH, CA 93449",PISMO CREEK RV RESORT INC
PACIFIC DUNES RANCH RV RESORT,SAN LUIS OBISPO,40-0219-MP,0.0,(805) 489-7787,"1207 SILVER SPUR, OCEANO, CA 93445",NHC-CA3 LP
PASO ROBLES R.V. RANCH,SAN LUIS OBISPO,40-10421-MP,0.0,(805) 237-8685,"398 EXLINE RD, PASO ROBLES, CA 93446",CAMILLE MOUCHAWAR TRUST
WINE COUNTRY RV PARK,SAN LUIS OBISPO,40-10981-MP,0.0,(805) 238-4560,"2500 AIRPORT ROAD, PASO ROBLES, CA 93446",SUN WINE COUNTRY RV LLC
MORRO STRAND RV PARK,SAN LUIS OBISPO,40-11461-MP,0.0,(805) 772-5100,"210 ATASCADERO ROAD, MORRO BAY, CA 93442",GUESNO
RANCHO COLINA MOBILEHOME COMMUNITY,SAN LUIS OBISPO,40-12746-MP,68.0,(805) 772-9458,"1045 ATASCADERO ROAD, MORRO BAY, CA 93442",RANCHO COLINA HOMEOWNERS ASSO
THE VINES RV RESORT,SAN LUIS OBISPO,40-12886-MP,0.0,(805) 467-3200,"88 WELLSONA RD, PASO ROBLES, CA 93446",SUN VINES RV  LLC
THE BEACH HOUSE,SAN LUIS OBISPO,40-13007-MP,0.0,,"225 ATASCADERO ROAD, MORRO BAY, CA 93442",WALLICK
HARBOR TERRACE AT AVILA BEACH,SAN LUIS OBISPO,40-13630-MP,0.0,(805) 888-0158,"FLYING FLAGS AVILA BEACH 6450 BABE LANE, AVILA BEACH, CA 93424",PORT SAN LUIS HARBOR DISTRICT
SIERRA POINT MOBILE HOME PARK,SAN MATEO,41-0001-MP,61.0,(805) 773-4434,"3800 BAYSHORE BLVD, BRISBANE, CA 94005",LOVI AVE TRUSTEES
BELMONT TP,SAN MATEO,41-0003-MP,91.0,(805) 773-4434,"100 HARBOR BLVD, BELMONT, CA 94002",GASIVODA
GOLDEN GATE MOTEL\TP,SAN MATEO,41-0010-MP,0.0,(650) 994-6758,"7301 MISSION ST, DALY CITY, CA 94014",CURUSIS
HILLTOP MHP,SAN MATEO,41-0011-MP,58.0,(650) 726-4140,"249 SAN MATEO RD, HALF MOON BAY, CA 94019",NERHAN
LE MAR TRAILER PARK,SAN MATEO,41-0013-MP,43.0,(650) 364-3262,"1933 E BAYSHORE RD, REDWOOD CITY, CA 94063",LIANG
RC MOTEL & TRAILER PARK,SAN MATEO,41-0017-MP,49.0,(650) 364-3262,"1903 E BAYSHORE RD, REDWOOD CITY, CA 94063",CHEN
REDWOOD MOTOR CT TP,SAN MATEO,41-0019-MP,0.0,(999) 366-7383,"3706 ROLISON RD EAST, REDWOOD CITY, CA 94063",PATEL
REDWOOD TRAILER VILLAGE,SAN MATEO,41-0020-MP,50.0,(999) 366-7383,"855 BARRON AVE, REDWOOD CITY, CA 94063",RYBURN
SEQUOIA TP,SAN MATEO,41-0021-MP,134.0,(415) 366-0608,"730 BARRON AVE, REDWOOD CITY, CA 94063",HOCKENSMITH
BAYSHORE VILLA MFTG HOUSING COMMUNITY,SAN MATEO,41-0022-MP,137.0,(415) 366-0608,"3499 E BAYSHORE RD, REDWOOD CITY, CA 94063","C/O TRAILER RANCHO ASSOC.,LP"
TRAILER VILLA,SAN MATEO,41-0024-MP,37.0,(415) 366-0608,"3401 E BAYSHORE RD, REDWOOD CITY, CA 94063",VIDICH
TREASURE ISLAND MHP,SAN MATEO,41-0025-MP,145.0,(650) 994-3266,"1700 EL CAMINO REAL, S SAN FRANCISCO, CA 94080",HAMLIN CO & ASSOCIATES
HARBOR VILLAGE MOBILE HOME PARK,SAN MATEO,41-0030-MP,284.0,(650) 366-2471,"3015 E BAYSHORE RD, REDWOOD CITY, CA 94063",ENGEL
PALO MOBILE ESTATES,SAN MATEO,41-0031-MP,117.0,(650) 322-5877,"1885 BAYSHORE RD, EAST PALO ALTO, CA 94303",KERCHNER
THE COTTAGES AT SEASIDE,SAN MATEO,41-0032-MP,93.0,(415) 355-4001,"1300 PALMETTO AVE, PACIFICA, CA 94044",PACIFIC SKIES ESTATES
REDWOOD MOBILE ESTATES,SAN MATEO,41-0033-MP,100.0,(650) 365-3133,"2053 E BAYSHORE RD, REDWOOD CITY, CA 94063",REDWOOD MOBILE ESTATES
PILLAR RIDGE,SAN MATEO,41-0034-MP,227.0,(650) 728-3389,"164 CULEBRA, MOSS BEACH, CA 94038",HAVEN MANAGEMENT SVCS
LA HONDA TP,SAN MATEO,41-0035-MP,20.0,(415) 365-3133,"HWY 84, LA HONDA, CA 94020",KLINGELE FAMILY TRUST
THE FRANCISCAN MOBILE CC,SAN MATEO,41-0038-MP,501.0,(650) 991-8061,"700 HOFFMAN, DALY CITY, CA 94014",FRANCISCAN COUNTRY CLUB
CANADA COVE,SAN MATEO,41-0039-MP,361.0,(650) 726-5500,"101 CANADA COVE AVE, HALF MOON BAY, CA 94019",VERDERAME
PELICAN POINT,SAN MATEO,41-0041-MP,1.0,(415) 726-9100,"1001 MIRAMONTES POINT RD, HALF MOON BAY, CA 94019",PELICAN POINT A CALIF. GEN. PTRNSHP
SAN FRANCISCO RV RESORT,SAN MATEO,41-11481-MP,0.0,(650) 355-7093,"700 PALMETTO AVE, PACIFICA, CA 94044",MHC SAN FRANCISCO RV RESORT
HALF MOON BAY RV,SAN MATEO,41-13226-MP,0.0,(650) 726-7275,"460 WAVECREST RD, HALF MOON BAY, CA 94019",COASTSIDE PARTNERS IN PARADISE
ANDERSON TP,SANTA BARBARA,42-0003-MP,10.0,(805) 925-7621,"209 E BUNNY AVE, SANTA MARIA, CA 93454",TABORGA
ARBOR TRAILER PARK,SANTA BARBARA,42-0004-MP,45.0,(310) 798-1102,"4725 9TH ST, CARPINTERIA, CA 93013",ARBOR TRAILER PARK RESIDENT OWNERS ASSOCIATION
SANTA MARIA PINES CAMPGROUND,SANTA BARBARA,42-0012-MP,0.0,(805) 928-9534,"2210 PREISKER LN, SANTA MARIA, CA 93454",BARNES
NEW CUYAMA TRAILER PARK,SANTA BARBARA,42-0013-MP,0.0,,"5795  HIGHWAY 166, NEW CUYAMA, CA 93254",TORBA
HWY TP,SANTA BARBARA,42-0017-MP,21.0,(805) 925-9230,"1022 N BROADWAY, SANTA MARIA, CA 93454",
RANCHWOOD MHP,SANTA BARBARA,42-0020-MP,42.0,(805) 349-9742,"415 E NEWLOVE DR, SANTA MARIA, CA 93454",CAMACHO
TROPICAL GARDENS MOBILE HOME PARK,SANTA BARBARA,42-0022-MP,51.0,(805) 966-6721,"214 S CANADA ST, SANTA BARBARA, CA 93103",PCP-TROPICAL GARDENS LP
PALM MHP,SANTA BARBARA,42-0024-MP,50.0,(805) 736-1533,"825 E OCEAN AVE, LOMPOC, CA 93436",TYRNAUER
NEWLOVE TP,SANTA BARBARA,42-0027-MP,26.0,(805) 925-3318,"1740 S. MC CLELLAND, SANTA MARIA, CA 93454",WARWICK
"RANCHO ONEONTA/SANTA YNEZ ROBAR, LLC",SANTA BARBARA,42-0029-MP,15.0,(805) 925-3318,"2056 SAN MARCOS PASS RD, SANTA YNEZ, CA 93460",DICK
ORCUTT TP,SANTA BARBARA,42-0030-MP,6.0,(805) 925-3318,"100 S UNION AVE, ORCUTT, CA 93455",SHERIDAN
POPPY MOTEL\TP,SANTA BARBARA,42-0032-MP,12.0,(805) 925-3318,"4197 STATE ST, SANTA BARBARA, CA 93110",GORDON
MISSILE VILLAGE MHP,SANTA BARBARA,42-0034-MP,67.0,(805) 736-1011,"615 NORTH O ST, LOMPOC, CA 93436",ROBERTS
SANTA MARIA TP,SANTA BARBARA,42-0035-MP,39.0,(805) 922-5337,"614 W MORRISON 20, SANTA MARIA, CA 93454",BARTLEIN
RANCHO ESTATES,SANTA BARBARA,42-0036-MP,150.0,(805) 968-1812,"7465 HOLLISTER AVE, GOLETA, CA 93117",RANCHO ESTATES HOMES LLC
SANTA BARBARA RV PARK,SANTA BARBARA,42-0041-MP,0.0,(805) 922-5337,"516 S SALINAS ST, SANTA BARBARA, CA 93103",FREE
SUMMERLAND BY THE SEA MHP,SANTA BARBARA,42-0046-MP,38.0,(805) 922-5337,"2155 ORTEGA HILL RD, SUMMERLAND, CA 93067",SUMMERLAND BY THE SEA
LOMPOC MOBILE MANOR,SANTA BARBARA,42-0047-MP,86.0,(805) 736-3212,"403 1/2 NORTH M ST, LOMPOC, CA 93436",VICTOR MARTINEZ & ASSOCIATES
ORCUTT RANCH ESTATES,SANTA BARBARA,42-0048-MP,229.0,(805) 736-3212,"295 N BROADWAY, ORCUTT, CA 93455",CAMBRIDGE PROPERTY & DEVELOPMENT
FRONTIER VILLAGE MHP,SANTA BARBARA,42-0049-MP,26.0,(805) 344-1750,"800 BELL ST, LOS ALAMOS, CA 93440",THOMPSON
MOBILE GARDENS TP,SANTA BARBARA,42-0050-MP,11.0,(805) 929-3248,"182 E NEWLOVE DR, SANTA MARIA, CA 93454",
SAINT MARIE MHP,SANTA BARBARA,42-0053-MP,80.0,(805) 929-3248,"1380 W MAIN ST, SANTA MARIA, CA 93454",DEBAUN
RIVERGROVE MHP,SANTA BARBARA,42-0055-MP,76.0,(805) 929-3248,"80 ZACA ST, BUELLTON, CA 93427",RIVERGROVE MOBILEHOME PARK LLC
SEABREEZE MHP,SANTA BARBARA,42-0058-MP,71.0,(805) 684-9957,"4400 CARPINTERIA AVE, CARPINTERIA, CA 93013",TORRANCE PROPERTIES LLC
MOUNTAIN VIEW MOBILE ESTATES,SANTA BARBARA,42-0059-MP,179.0,(805) 736-6017,"610 E PINE ST, LOMPOC, CA 93436",FOUR ACES MOBILE HOME ESTATES
NOMAD VILLAGE MHP,SANTA BARBARA,42-0060-MP,150.0,(805) 736-6017,"4326 CALLE REAL, SANTA BARBARA, CA 93110",NOMAD VILLAGE INC
UNIVERSITY TP,SANTA BARBARA,42-0062-MP,83.0,(805) 964-1614,"520 PINE AVE, GOLETA, CA 93117",RICHARD SANDERS INVESTMENTS
THE CONTINENTAL MHP,SANTA BARBARA,42-0063-MP,102.0,(805) 736-2630,"816 NORTH O ST, LOMPOC, CA 93436",NORTHWIND PROPERTIES
EL CAPITAN VILLAGE,SANTA BARBARA,42-0064-MP,152.0,(805) 922-1992,"1900 S LINCOLN ST, SANTA MARIA, CA 93454",SMITH
TRAILERANCHO PARK,SANTA BARBARA,42-0065-MP,100.0,(805) 925-8518,"1095 W MCCOY LN, SANTA MARIA, CA 93454",TRAILERANCHO MHP
TOWN\COUNTRY MH ESTATES,SANTA BARBARA,42-0066-MP,186.0,(805) 568-3119,"1600 E CLARK AVE, SANTA MARIA, CA 93455",SARATOGA PROPERTY & DEVELOPMENT
AIRPORT MOBILE HOME PARK,SANTA BARBARA,42-0067-MP,96.0,(805) 934-1706,"4000 S BLOSSER R, SANTA MARIA, CA 93454",SANTA MARIA PUBLIC AIRPORT DISTRICT
BLUE SKIES MHP,SANTA BARBARA,42-0069-MP,105.0,(805) 934-1706,"4280 CALLE REAL, SANTA BARBARA, CA 93110",BLUE SKIES MOBILEHOME PARK
RANCHO LOS ALAMOS MOBILE HOME PARK,SANTA BARBARA,42-0070-MP,48.0,(805) 501-4294,"9278 N HWY 101, LOS ALAMOS, CA 93440",RANCHO LOS ALAMOS MOBILE HOME PARK LLC
ELLWOOD STATION,SANTA BARBARA,42-0072-MP,70.0,(805) 968-7612,"7368 HOLLISTER AVE, GOLETA, CA 93117",ELLWOOD STATION MHP LLC
RANCHO JAMORE MH\RV PARK,SANTA BARBARA,42-0073-MP,32.0,(805) 934-1706,"9230 N HWY 101, LOS ALAMOS, CA 93440",PAULSON
RANCHO OSO CAMPGROUNDS,SANTA BARBARA,42-0075-MP,161.0,(805) 934-1706,"3750 PARADISE PARK RD, SANTA BARBARA, CA 93105",NACO WEST
SILVER SANDS VILLAGE MHP,SANTA BARBARA,42-0076-MP,81.0,(805) 684-2015,"349 ASH AVE, CARPINTERIA, CA 93013",SILVER SANDS VILLAGE INC.
LOS AMIGOS MH ESTATES,SANTA BARBARA,42-0077-MP,71.0,(805) 687-1100,"296 N HOPE AVE, SANTA BARBARA, CA 93110",LOS AMIGOS MANAGEMENT CO INC
HOLIDAY PARK,SANTA BARBARA,42-0078-MP,23.0,(805) 687-1100,"1212 PUNTA GORDA ST, SANTA BARBARA, CA 93101",SOUTH COAST HOUSING
SYCAMORE CREEK MHP,SANTA BARBARA,42-0079-MP,40.0,(805) 687-1100,"1130 PUNTA GORDA, SANTA BARBARA, CA 93103",GREEN VALLEY CORPORATION
FLAMINGO MOBILE HOME PARK,SANTA BARBARA,42-0081-MP,70.0,(805) 966-0903,"1210 CACIQUE, SANTA BARBARA, CA 93103",FLAMINGO MHP PARTNERS LLC
SANTA BARBARA GREEN MHP,SANTA BARBARA,42-0082-MP,27.0,(805) 966-2854,"1200 PUNTA GORDA, SANTA BARBARA, CA 93103",2ND STORY ASSOCIATES MOBILE HOMES LLC
SANTA BARBARA RV PARK,SANTA BARBARA,42-0084-MP,0.0,(805) 364-2507,"2717 DE LA VINA, SANTA BARBARA, CA 93101",DCP GREY GOOSE I
RANCHO SANTA BARBARA MHP,SANTA BARBARA,42-0086-MP,334.0,(805) 569-0048,"333 OLD MILL RD, SANTA BARBARA, CA 93110",RANCHO SANTA BARBARA
SAN ROQUE MOBILE ESTATES,SANTA BARBARA,42-0087-MP,142.0,(802) 684-2722,"5700 VIA REAL, CARPINTERIA, CA 93013",RDPH PROPERTIES
DEL NORTE MOBILE ESTATES,SANTA BARBARA,42-0089-MP,179.0,(805) 736-1733,"321 W NORTH AVE, LOMPOC, CA 93436",HURLBERT
RANCHO CIELO CAMPGROUNDS,SANTA BARBARA,42-0090-MP,0.0,(805) 736-1733,"9000 FIGUEROA MOUNTAIN RD, LOS OLIVOS, CA 93441",ALTER
SANTA MARIA RV PARK\APTS,SANTA BARBARA,42-0091-MP,7.0,(805) 922-4489,"1335 N BROADWAY, SANTA MARIA, CA 93454",HERRERA
SANTA BARBARA WEST HOME PARK,SANTA BARBARA,42-0093-MP,147.0,(805) 684-2011,"30 WINCHESTER CANYON RD, GOLETA, CA 93117",SANTA BARBARA WEST
RANCHO GRANADA MHP,SANTA BARBARA,42-0094-MP,116.0,(805) 684-1682,"5750 VIA REAL, CARPINTERIA, CA 93013",CANBRI PROPERTIES LLC
EL CAPITAN RANCH PARK,SANTA BARBARA,42-0095-MP,0.0,(805) 684-1682,"11560 CALLE REAL, GOLETA, CA 93117",SUN TRS CAPTAIN OCEA MESA LLC
RANCHO GOLETA MHP,SANTA BARBARA,42-0096-MP,200.0,(805) 684-1682,"945 WARD DR, GOLETA, CA 93111",RANCHO GOLETA LAKEASIDE MOBILEERS INC
VISTA DE SANTA BARBARA,SANTA BARBARA,42-0097-MP,124.0,(805) 684-2313,"6180 VIA REAL, CARPINTERIA, CA 93013",MILLENNIUM HOUSING
00SANDPIPER MOBILE VILLAGE,SANTA BARBARA,42-0098-MP,281.0,(805) 684-1112,"3950 VIA REAL, CARPINTERIA, CA 93013",PCP SANDPIPER LP
LA CUMBRE MOBILE HOME PARK,SANTA BARBARA,42-0099-MP,74.0,(805) 947-5078,"4025 STATE ST, SANTA BARBARA, CA 93110",FURUKAWA
RANCHO SANTA YNEZ MH ESTATES,SANTA BARBARA,42-0116-MP,162.0,(805) 688-6818,"1400 FJORD DR, SOLVANG, CA 93463",WRIGHT
RANCH CLUB MOBILE ESTATES,SANTA BARBARA,42-0117-MP,232.0,(805) 963-1971,"330 W HWY 246, BUELLTON, CA 93427",JURKOWITZ
FLYING FLAGS TRAVEL PARK,SANTA BARBARA,42-0118-MP,0.0,(805) 963-1971,"180 AVE OF THE FLAGS, BUELLTON, CA 93427",FLYING FLAGS ASSOCIATES L P
LA MARIA MHP,SANTA BARBARA,42-0119-MP,152.0,(805) 963-1971,"1701 S THORNBURG ST, SANTA MARIA, CA 93454",
CASA DEL RIO MOBILE ESTATES,SANTA BARBARA,42-0164-MP,250.0,(805) 925-3737,"1124 N SUEY RD, SANTA MARIA, CA 93454",HEDLEY
SAN VICENTE MOBILE HOME PARK,SANTA BARBARA,42-0166-MP,270.0,(805) 925-3737,"340 OLD MILL RD, SANTA BARBARA, CA 93110",VINCENTS MINISTRIES LLC
KNOLLWOOD VILLAGE MHP,SANTA BARBARA,42-0167-MP,195.0,(805) 925-3737,"4012 S BRADLEY RD, SANTA MARIA, CA 93454",MICHAEL TOWBES CONSTRUCTION & DEVELOPMENT INC
