Park Name,County,Park Identifier,Park Address,MH Spaces,Operated by
CASITAS SPRING MOBILE HOME PARK,VENTURA,56-0013-MP,"8951 NYE RD, VENTURA, CA 93001, (805) 649-1313",36,"GARCIA, BENJAMIN, 1025 WALNUT DRIVE, OXNARD, CA 93036"
LAKESTONE,VENTURA,56-0017-MP,"53 NORTH CONEJO SCHOOL RD, THOUSAND OAKS, CA 91362, (805) 493-1077",28,"LAKESTONE PROPERTIES INC, 4857 W 147TH ST SUITE # A, HAWTHORNE, CA 90250"
EL RANCHITO MOBILE HOME PARK,VENTURA,56-0019-MP,"8 FERRIS DRIVE, SANTA PAULA, CA 93060, (805) 652-1050",4,"PEARSON, GARY, C/O VENCO PROPERTIES 34 S CHESTNUT ST, VENTURA, CA 93001"
MAGNOLIA MHP,VENTURA,56-0028-MP,"4197 N VENTURA AVE, VENTURA, CA 93001, (805) 643-4984",114,"VMHP LP, PO BOX 1015, JACKSONVILLE, OR 97530"
MEINERS OAKS TRAILER PARK,VENTURA,56-0030-MP,"474 N ARNAZ ST, OJAI, CA 93023, (805) 646-2214",25,"PERRY, FAMILY, 474 N ARNAZ AVE, OJAI, CA 93023"
WALNUT TREE TP,VENTURA,56-0031-MP,"1707 N VENTURA AVE, VENTURA, CA 93001, (805) 650-1972",24,"MCLAIN, JONELL, 4740 ROCKFORD COURT, VENTURA, CA 93001"
COUNTRY SQUIRE MOBILE ESTATES,VENTURA,56-0037-MP,"2631 E. VENTURA BLVD, OXNARD, CA 93031, (805) 485-3956",27,"SANDWALL, STEVEN, PO BOX 1259, CAMARILLO, CA 93011"
PEPPER TREE TP,VENTURA,56-0040-MP,"135 N 13TH ST, SANTA PAULA, CA 93060, (805) 644-7431",44,"CORIOT INC, PO BOX 728, SANTA PAULA, CA 93061"
PLEASANT VALLEY MOBLIE HOME PARK,VENTURA,56-0041-MP,"250 E PLEASANT VALLEY RD, OXNARD, CA 93033, (805) 488-3358",119,"JDH CAPITAL LLC, 22231 MULHOLLAND HWY #101, CALABASAS, CA 91302"
OXNARD MH LODGE,VENTURA,56-0046-MP,"1301 COMMERCIAL AVE, OXNARD, CA 93030, (805) 486-8872",140,"VISTA DEL CAMPO CORP, 22880 SAVI RANCH PKWY, YORBA LINDA, CA 92887"
RAMONA MHP,VENTURA,56-0047-MP,"375 W RAMONA ST, VENTURA, CA 93001, (805) 643-7178",45,"TALLAKSON, WILLIAM, 11100 ALTO DR, OAK VIEW, CA 93022"
C - D TRAILER R/V PARK,VENTURA,56-0048-MP,"737 W 3RD ST, FILLMORE, CA 93015, (805) 525-2062",0,"DAVIS, CHUCK, 17248 S MOUNTAIN RD, SANTA PAULA, CA 93060"
ROCKY VILLAGE TRAILER PARK,VENTURA,56-0050-MP,"6502 KATHERINE ROAD, SIMI VALLEY, CA 93063, (805) 210-9357",16,"WAGNER, LES, 2115 3RD ST SPACE # 201, SANTA MONICA, CA 90405"
NAVALAIR MH CT,VENTURA,56-0056-MP,"4456 4484 NAVALAIR RD, OXNARD, CA 93030, (805) 488-2906",43,"NESLUND, ROBERT, 4456 NAVALAIR RD #47, OXNARD, CA 93030"
TRES AMIGOS LLC,VENTURA,56-0057-MP,"1247 S.  OXNARD BLVD, OXNARD, CA 93030, (805) 486-8836",9,"AGUILERA, SENAIDA, 1243 S. OXNARD BLVD, OXNARD, CA 93030"
VALLEY TRAILER VILLA,VENTURA,56-0059-MP,"2371 VENTURA BLVD, OXNARD, CA 93030, (805) 485-3616",83,"HERMAN, JEANINE, 10840 BELLAGIO RD, LOS ANGELES, CA 90077"
WONDERLAND TP,VENTURA,56-0064-MP,"2724 FRIEDRICH RD, OXNARD, CA 93030, (213) 618-1335",2,"HANSON, ARTHUR, 2724 FRIEDRICH ROAD, OXNARD, CA 93036"
PIRU TRAILER CT,VENTURA,56-0065-MP,"3863 CENTER STREET, PIRU, CA 93040, (805) 521-0655",9,"KITCHENS, JAMES, PO BOX 716, PIRU, CA 93040"
GARDEN GROVE TP,VENTURA,56-0067-MP,"4381 COCHRAN ST, SIMI VALLEY, CA 93063, (805) 524-3753",16,"ROSENOW, ALVA, DONALD E WOKA TRUSTEE P.O. BOX 352, FILLMORE, CA 93016"
FILLMORE WEST MOBILE LODGE,VENTURA,56-0072-MP,"1906 OLD TELEGRAPH RD, FILLMORE, CA 93015, (805) 815-0124",33,"FPA COLLEGE CREST ASSOCIATES LLC, 2082 MICHELSON DR, IRVINE, CA 92612"
EVERGREEN RV PARK,VENTURA,56-0075-MP,"2135 N OXNARD BLVD, OXNARD, CA 93036, (805) 485-1936",5,"MHVII OXNARD EVERGREEN PARK LLC, 2901 BUTTERFIELD, OAK BROOK, IL 60523"
CYPRESS MOBILE HOME PARK,VENTURA,56-0076-MP,"5573 CYPRESS RD, OXNARD, CA 93033, (805) 487-8666",54,"LEE, JAMES, 2221 BEVRA AVE, OXNARD, CA 93036"
ELMS PLAZA MHP,VENTURA,56-0077-MP,"1262 NEWBURY RD, NEWBURY PARK, CA 91320, (805) 498-1710",34,"LEE, STEPHEN, 3702 CAPSTAN CIRCLE, WESTLAKE VILLAGE, CA 91361"
COUNTRY VILLAGE MHP,VENTURA,56-0078-MP,"11195 VENTURA AVE, OJAI, CA 93023, (714) 480-6828",25,"STAR COUNTRY VILLAGE MHP LLC, PO BOX 11427, SANTA ANA, CA 92711"
THE ARROYO MHP,VENTURA,56-0079-MP,"9097 N VENTURA AVE, VENTURA, CA 93001, (805) 649-1214",40,"ARROYO MOBILE HOME PARK LLC, 1635 AVIATION BLVD, REDONDO BEACH, CA 90278"
VICTORIAN MHP,VENTURA,56-0082-MP,"2040 PARK DR, VENTURA, CA 93003, (805) 642-3477",91,"B&L INVESTMENTS, C/O VENTURA INVESTMENTS CO PO BOX 86, CAMARILLO, CA 93011"
LAKE CASITAS MHP LLC,VENTURA,56-0083-MP,"25 N BURNHAM RD, OAK VIEW, CA 93022, (805) 701-4092",41,"KENTON, JACK AND MARIE, PO BOX 83, OAK VIEW, CA 93022"
VILLA NOVA MHP,VENTURA,56-0085-MP,"700 VILLA NOVA RD.,, OJAI, CA 93023, (805) 933-3166",24,"H VALLEY VENTURES, LLC, PO BOX 1919, RANCHO CUCAMONGA, CA 91729"
SILVER WHEEL RANCH,VENTURA,56-0086-MP,"4100 MAULHARDT RD, OXNARD, CA 93033, (805) 646-6136",63,"MARENCIK, JOHN, 2434 SOLAR DR, LOS ANGELES, CA 90046"
DEL FRANCIA MOBILE ESTATES,VENTURA,56-0087-MP,"1075 LOMA DR, OJAI, CA 93023, (805) 646-1936",73,"DEL FRANCIA FAMILY INVESTMENTS LLC, PO BOX 11427, SANTA ANA, CA 92711"
TWIN PALMS MOBILE HOME PARK,VENTURA,56-0088-MP,"198 SKYLINE DR, THOUSAND OAKS, CA 91362, (805) 368-0998",81,"JDH CAPITAL LLC, 22231 MULHOLLAND HWY #101, CALABASAS, CA 91302"
SUNSHINE MANOR MHP,VENTURA,56-0090-MP,"2725 VENTURA BLVD, OXNARD, CA 93036, (805) 483-0383",39,"AVALOS-YADIRA, HELIODORO, 2221 SAN MATEO, OXNARD, CA 93033"
SEA ESTA VILLAGE MHP,VENTURA,56-0092-MP,"3900 E MAIN ST, VENTURA, CA 93003, (805) 642-3987",72,"SEA ESTA VILLAGE LLC, 121 SAN ANSELMO AVE SPACE # 282, SAN ANSELMO, CA 94960"
OCEAN AIRE MOBILE ESTATES,VENTURA,56-0093-MP,"2250 E BUTLER RD, OXNARD, CA 93033, (805) 488-1512",181,"OCEANAIRE MOBILE HOME ESTATES LP, PO BOX 11427, SANTA ANA, CA 92711"
GOLDEN OAKS MOBILE HOME ESTATES,VENTURA,56-0095-MP,"1273 RICE RD, OJAI, CA 93023, (805) 646-2412",99,"WEISS, HENRY, 15551 CABRITO RD, VAN NUYS, CA 91406"
ROYAL DUKE MOBILE ESTATES,VENTURA,56-0096-MP,"1301 E VENTURA BLVD, OXNARD, CA 93030, (805) 485-4113",136,"MBL HOMES DEVELOPMENT CO INC, 1101 E VENTURA BLVD, OXNARD, CA 93036"
VENTU PARK VILLA,VENTURA,56-0098-MP,"50 VENTU PARK RD, NEWBURY PARK, CA 91320, (805) 498-2010",172,"THOMPSON-ALLEN, 26 VENTU PARK RD, NEWBURY PARK, CA 91320"
VENTURA OAKS,VENTURA,56-0100-MP,"255 BURNHAM RD, OAK VIEW, CA 93022, (805) 649-9103",60,"FUTURE MHPS, LLC, PO BOX 15274, NEWPORT BEACH, CA 92659"
"TRADEWINDS MHP, LLC",VENTURA,56-0103-MP,"5150 E LOS ANGELES AVE, SIMI VALLEY, CA 93063, (805) 526-2754",100,"TRADEWINDS MHP, LLC, C/O THOMSEN PROPERTIES PO BOX 15274, NEWPORT BEACH, CA 92659"
SUNNY ACRES TP,VENTURA,56-0105-MP,"2177 E PLEASANT VALLEY RD, OXNARD, CA 93030, (805) 488-2112",140,"MANAGING PARTNER CAROL WINIKOFF, 6243 ELLENVIEW AVE, WEST HILLS, CA 91307"
SIESTA MOBILE HOME PARK INC,VENTURA,56-0106-MP,"3580 PACIFIC COAST HWY, OXNARD, CA 93033, (805) 947-6066",25,"SIESTA MOBILE HOME PARK INC, 716 N VENTURA RD #166, OXNARD, CA 93030"
ANACAPA MHP,VENTURA,56-0107-MP,"720 W SANTA MARIA ST, SANTA PAULA, CA 93060, (805) 525-4612",80,"WANG, PETER, 425 N WHISMAN RD SUITE # 600, MOUNTAIN VIEW, CA 94043"
THE CREST MOBILE HOME VILLAGE,VENTURA,56-0108-MP,"5932 LOS ANGELES AVE, SIMI VALLEY, CA 93063, (805) 526-4013",41,"THE CREST MHC LLC, 18006 SKY PARK CIRCLE SUITE 200, IRVINE, CA 92614"
THE 400 MOBILE ESTATES,VENTURA,56-0110-MP,"400 CRAIG DR, SANTA PAULA, CA 93060, (805) 525-6990",165,"400 MOBILE ESTATES, 400 CRAIG DRIVE, SANTA PAULA, CA 93060"
ROYAL PALMS MOBILEHOME COMMUNITY,VENTURA,56-0111-MP,"205 E DRIFFILL BLVD, OXNARD, CA 93030, (805) 486-2181",154,"ROYAL PALMS LLC, C/O STAR MANAGEMENT PO BOX 11427, SANTA ANA, CA 92711"
COUNTRY CLUB MOBILE ESTATES,VENTURA,56-0113-MP,"3700 OLDS RD, OXNARD, CA 93033, (805) 488-1719",102,"SCHOENFELD, CRAIG, 3602 BALLINA CANYON RD, ENCINO, CA 91436"
MIRA VALLE COMMUNITY MHP,VENTURA,56-0114-MP,"1202 LOMA DR, OJAI, CA 93023, (805) 646-5993",132,"ROOKE, DAN, 528 PALISADES DRIVE #712, PACIFIC PALISADES, CA 90272"
THE COLONY MH COMMUNITY,VENTURA,56-0115-MP,"2400 E PLEASANT VALLEY RD, OXNARD, CA 93033, (805) 488-3362",150,"THE SUN COLONY LLC, 27777 FRANKLIN ROAD SUITE # 200, SOUTHFIELD, MI 48034"
THE OAKS MH ESTATES,VENTURA,56-0122-MP,"1500 RICHMOND RD, SANTA PAULA, CA 93060, (805) 525-3030",92,"THE OAKS LLC, C/O ST CLAIR PROPERTY MANAGEMENT 17291 IRVINE BLVD #450, TUSTIN, CA 92780"
HOLLYWOOD BEACH OWNERS ASSOC,VENTURA,56-0123-MP,"4501 W CHANNEL ISLANDS BLVD, OXNARD, CA 93035, (805) 984-0355",96,"HOLLYWOOD BEACH OWNERS ASSOC, 4501 W CHANNEL ISLANDS BLVD, OXNARD, CA 93035"
VENTURA MARINA MHP,VENTURA,56-0124-MP,"1215 ANCHORS WAY, VENTURA, CA 93001, (805) 642-1553",310,"WAYNE PETERSON FAMILY TRUST, 1215 ANCHORS WY, VENTURA, CA 93001"
VENTURA COUNTRY ESTATES MHP,VENTURA,56-0125-MP,"10685 BLACKBURN RD, VENTURA, CA 93004, (805) 659-4750",120,"VENTURA COUNTRY ESTATES MHP, C/O LA CUMBRE MANAGEMENT 100 N HOPE AVENUE, SUITE 1, SANTA BARBARA, CA 93110"
STARDUST MOBILE HOME ESTATES,VENTURA,56-0126-MP,"11100 TELEGRAPH RD, VENTURA, CA 93004, (805) 647-4901",125,"STARDUST MOBILE ESTATES LLC, 22880 SAVI RANCH PKWY, YORBA LINDA, CA 92887"
MOUNTAIN VIEW PARK,VENTURA,56-0127-MP,"710 W HARVARD BLVD, SANTA PAULA, CA 93060, (949) 230-0356",46,"MOUNTAIN VIEW CORPORATION, 1860 MIRAMAR DR, VENTURA, CA 93001"
SANTA PAULA WEST MHP,VENTURA,56-0128-MP,"15433 TELEGRAPH RD, SANTA PAULA, CA 93060, (805) 525-2811",87,"SP WEST, LLC, 2723 WEST COAST HWY, NEWPORT BEACH, CA 92663"
FRIENDLY VILLAGE SIMI MH COMMUNITY,VENTURA,56-0129-MP,"195 TIERRA REJADA RD, SIMI VALLEY, CA 93065, (805) 527-3610",222,"CAREFREE COMMUNITIES CA LLC, 27777 FRANKLIN ROAD SUITE # 200, SOUTHFIELD, MI 48034"
VENTU ESTATES,VENTURA,56-0130-MP,"26 VENTU PARK RD, NEWBURY PARK, CA 91320, (805) 498-2010",157,"THOMPSON-ALLEN, 26 VENTU PARK RD, NEWBURY PARK, CA 91320"
EL SERENO ESTATES,VENTURA,56-0131-MP,"1225 S RICE RD, OJAI, CA 93023, (805) 646-5719",90,"EL SERENO 1225 LLC, 121 SAN ANSELMO AVE SPACE # 282, SAN ANSELMO, CA 94960"
OXNARD PACIFIC MOBILE ESTATES,VENTURA,56-0132-MP,"4130 MAULHARDT RD, OXNARD, CA 93033, (805) 488-3675",266,"OXNARD CASCADE LP, PO BOX 11427, SANTA ANA, CA 92711"
SANTA PAULA WEST MHP,VENTURA,56-0133-MP,"265 BECKWITH RD, SANTA PAULA, CA 93060, (805) 525-2811",108,"SP WEST, LLC, 2723 WEST COAST HWY, NEWPORT BEACH, CA 92663"
OJAI VILLA MH ESTATES,VENTURA,56-0134-MP,"70 BALDWIN RD, OJAI, CA 93023, (805) 646-7070",179,"HENDERSON & TAMAYO, 14500 W TELEGRAPH RD, SANTA PAULA, CA 93060"
SIMI COUNTRY,VENTURA,56-0135-MP,"1550 RORY LN, SIMI VALLEY, CA 93063, (805) 522-2090",274,"SIMI OAKS LLC, 444 WEST OCEAN BLVD SUITE # 800, LONG BEACH, CA 90802"
ROYAL DUKE MHP 2,VENTURA,56-0136-MP,"1101 E VENTURA BLVD, OXNARD, CA 93030, (805) 485-4113",82,"MOBILEHOME DEVELOPMENT CO 2, 1101 E VENTURA BLVD, OXNARD, CA 93036"
VILLA CAPRI MOBILE ESTATES,VENTURA,56-0137-MP,"1300 E PLEASANT VALLEY RD, OXNARD, CA 93033, (805) 488-8816",134,"MUHLSTEIN, ESTHER, MUHLSTEIN FAMILY PARTNERSHIP 1300 E PLEASANT VALLEY #104, OXNARD, CA 93033"
VALLECITO MH COMMUNITY,VENTURA,56-0139-MP,"1251 OLD CONEJO RD, NEWBURY PARK, CA 91320, (805) 498-2612",303,"CAREFREE COMMUNITIES CA, LLC, 27777 FRANKLIN ROAD SUITE # 300, SOUTHFIELD, MI 48034"
KONA KAI MH ESTATES,VENTURA,56-0141-MP,"1853 IVES AVE, OXNARD, CA 93033, (805) 487-5181",169,"KONA KAI MOBILE ESTATES, 385 CLINTON STREET, COSTA MESA, CA 92626"
EL DORADO MH ESTATES,VENTURA,56-0143-MP,"250 E TELEGRAPH RD, FILLMORE, CA 93015, (805) 524-1300",302,"EL DORADO MOBILE ESTATES L P, 250 E. TELEGRAPH RD., FILLMORE, CA 93015"
IMPERIAL OXNARD MOBILE ESTATES,VENTURA,56-0144-MP,"4010 S SAVIERS RD, OXNARD, CA 93033, (805) 488-2818",186,"IMPERIAL OXNARD LLC, C/O J&H 22880 SAVI RANCH PKWY, YORBA LINDA, CA 92887"
LA POSADA MHP,VENTURA,56-0146-MP,"4499 COPLAND DR, VENTURA, CA 93003, (805) 644-1234",83,"BROOME, JOHN, RANCHO GUADALASCA CARYL DR, OXNARD, CA 93033"
IMPERIAL VENTURA MH ESTATES,VENTURA,56-0148-MP,"5065 TELEPHONE RD, VENTURA, CA 93003, (805) 642-1196",182,"IMPERIAL VENTURA MHP, LLC, 500 GIUSEPPE CT SUITE # 2, ROSEVILLE, CA 95678"
IMPERIAL VENTURA,VENTURA,56-0149-MP,"5067 THILLE ST, VENTURA, CA 93003, (805) 642-0444",190,"IMPERIAL VENTURA MHP, LLC, 500 GIUSEPPE CT SUITE # 2, ROSEVILLE, CA 95678"
OJAI OAKS VILLAGE,VENTURA,56-0151-MP,"950 WOODLAND AVE, OJAI, CA 93023, (805) 649-1330",125,"THE WYNNE FAMILY LIMITED PARTNERSHIP, C/O LES FRAME MANAGEMENT , INC 1635 AVIATION BLVD, REDONDO BEACH, CA 90278"
CASA DEL NORTE MOBILE HOME PARK,VENTURA,56-0152-MP,"4388 E CENTRAL AVE, CAMARILLO, CA 93010, (805) 485-5556",135,"CASA DEL NORTE MOBILE HOME PARK LLC, C/O STAR MANAGEMENT PO BOX 11427, SANTA ANA, CA 92711"
LAMPLIGHTER CAMARILLO MOBILE HOME PARK,VENTURA,56-0153-MP,"3905 E. VIA ROSAL RD., CAMARILLO, CA 93012, (805) 482-4718",227,"LAMPLIGHTER MOBILEHOME PARK LLC, 18006 SKY PARK CIR SUITE 200, IRVINE, CA 92612"
OJAI VALLEY ESTATES,VENTURA,56-0154-MP,"1975 MARICOPA HWY, OJAI, CA 93023, (805) 646-4441",90,"OJAI VALLEY ESTATES, LLC, 1975 MARICOPA HWY, OJAI, CA 93023"
OXNARD SHORES MHP,VENTURA,56-0155-MP,"5540 W FIFTH ST, OXNARD, CA 93035, (805) 985-5081",183,"OXNARD SHORES CO, 430 S. SAN DIMAS AVE., SAN DIMAS, CA 91773"
RANCHO SANTA PAULA MHP,VENTURA,56-0157-MP,"500 W SANTA MARIA ST, SANTA PAULA, CA 93060, (805) 525-6148",149,"WANG, PETER, 425 N WHISMAN RD SUITE # 600, MOUNTAIN VIEW, CA 94043"
NEXTGEN THUNDERBIRD LP DBA THUNDERBIRD OAKS,VENTURA,56-0158-MP,"2501 THUNDERBIRD DR, THOUSAND OAKS, CA 91362, (805) 496-3725",161,"NEXTGEN THUNDERBIRD LP, 5061 CLUB TERRACE DR, YORBA LINDA, CA 92886"
BUENAVENTURA MHC,VENTURA,56-0159-MP,"11405 DARLING RD, VENTURA, CA 93004, (805) 647-4175",224,"HOMETOWN BUENAVENTURA LLC, 110 N. WACKER DR. SUITE # 4500, CHICAGO, IL 60606"
LEMON WOOD MH COMMUNITY,VENTURA,56-0160-MP,"7001 TELEPHONE RD, VENTURA, CA 93003, (805) 642-3810",231,"CAREFREE COMMUNITIES CA, LLC, 27777 FRANKLIN ROAD SUITE # 300, SOUTHFIELD, MI 48034"
CAMARILLO MOBILE HOME PARK,VENTURA,56-0161-MP,"1150 E. VENTURA BLVD, CAMARILLO, CA 93010, (805) 482-0022",135,"MOUNTAIN HOLLY INC, 1150 E. VENTURA BLVD., OFFICE, CAMARILLO, CA 93010"
SUSANA WOODS PRESTIGE MOBILE ESTATES,VENTURA,56-0163-MP,"6480 KATHERINE RD, SIMI VALLEY, CA 93063, (805) 522-6660",139,"WILLIAMS, CAROL, C/O SUSANA WOOD PRESTIGE MOBILE ESTATES 444 WEST OCEAN BLVD, SUITE #800, LONG BEACH, CA 90802"
RANCH MOBILE HOME PARK,VENTURA,56-0164-MP,"2193 LOS FELIZ ROAD, THOUSAND OAKS, CA 91362, (805) 495-7787",74,"RANCH THOUSAND OAKS MHP, LLC, 6653 EMBARCADERO DR. SUITE # C, STOCKTON, CA 95219"
VILLA DEL ARROYO,VENTURA,56-0165-MP,"15750 ARROYO DRIVE, MOORPARK, CA 93021, (805) 523-7444",240,"AUGUSTA COMMUNITIES, 15750 ARROYO DRIVE #188, MOORPARK, CA 93021"
LAS ENCINAS MHP LLC,VENTURA,56-0166-MP,"4132 N VENTURA AVE, VENTURA, CA 93001, (559) 232-6736",65,"SCHOCK, KIMIKO, 550 RIO VIEW CIRCLE, FRESNO, CA 93711"
RANCHO ADOLFO MHP ESTATES,VENTURA,56-0167-MP,"1055 RANCHO ADOLFO DR, CAMARILLO, CA 93012, (805) 484-2734",250,"RANCHO ADOLFO MOBILE HOME PARK ESTATES, 1055 RANCHO ADOLFO DR, CAMARILLO, CA 93012"
PATRICIAN MHP,VENTURA,56-0168-MP,"4700 AURORA DR, VENTURA, CA 93003, (805) 642-1011",145,"BROOME, JOHN, 1 CARYL DRIVE, OXNARD, CA 93033"
MEADOWLAKE MOBILE HOME PARK,VENTURA,56-0169-MP,"2475 APPLE LN, OXNARD, CA 93036, (805) 485-0114",191,"MEADOWLAKE LTD, C/O MANAGEMENT OFFICE 2475 APPLE LANE, OXNARD, CA 93036"
MOUNTAIN VIEW PARK,VENTURA,56-0170-MP,"714 W HARVARD BLVD, SANTA PAULA, CA 93060, (805) 933-1942",0,"MOUNTAIN VIEW CORP, 714 W HARVARD BLVD, SANTA PAULA, CA 93060"
VENTURA BEACH RV RESORT,VENTURA,56-0171-MP,"800 W MAIN ST, VENTURA, CA 93001, (805) 643-9137",0,"STABEN, TOM, PO BOX 255, SOMIS, CA 93066"
"VENTURA RANCH RESORT, LLC",VENTURA,56-0172-MP,"7400 PINE GROVE RD, SANTA PAULA, CA 93060, (877) 779-8080",0,"CORY, SCOTT, 25876 THE OLD ROAD # 318, STEVENSON RANCH, CA 91381"
KENNEY GROVE PARK,VENTURA,56-0173-MP,"823 N OAK AVE, FILLMORE, CA 93015, (805) 524-0750",0,"LEDOUX, RONA, 823 N OAK AVE, FILLMORE, CA 93015"
CAMARILLO SPRINGS COUNTRY CLUB VILLAGE,VENTURA,56-0175-MP,"801 CAMARILLO SPRINGS RD, CAMARILLO, CA 93012, (805) 484-1650",261,"CAMARILLO SPRINGS COUNTRY CLUB VILLAGE, 801 CAMARILLO SPRINGS RD, CAMARILLO, CA 93012"
OAK HAVEN,VENTURA,56-11881-MP,"1885 MARICOPA HWY, OJAI, CA 93023, (805) 646-5797",22,"OAK HAVEN, LLC, 1975 MARICOPA HWY #13, OJAI, CA 93023"
CARAVAN OUTPOST,VENTURA,56-13547-MP,"317 BRYANT ST, OJAI, CA 93023",0,"HILGERS, CHET, 212 GRAND AVENUE, OJAI, CA 93023"
GLIDE IN TP 1,YOLO,57-0001-MP,"710 GLIDE AVE, WEST SACRAMENTO, CA 95691, (916) 372-2111",64,"FONG, COLLIN, 6440 HAVENSIDE DR, SACRAMENTO, CA 95831"
SLATTERS CT LP,YOLO,57-0004-MP,"1502 OLIVE DR, DAVIS, CA 95616, (530) 758-3515",39,"SLATTERS COURT L P, 3124 SHELTER COVE PL, DAVIS, CA 95616"
WEST SACRAMENTO MOBILE HOME & RV PARK,YOLO,57-0005-MP,"2225 W CAPITOL AVE SP 93-MGR, WEST SACRAMENTO, CA 95691, (916) 371-5967",88,"WEST SACRAMENTO MH & RV PARK, LLC, 3308 EL CAMINO AVE SUITE # 300 RM608, SACRAMENTO, CA 95821"
DAVIS MOBILE ESTATES,YOLO,57-0008-MP,"1027 OLIVE DR, DAVIS, CA 95616, (888) 508-8344",32,"DAVIS MOBILE ESTATES,LLC, 3308 EL CAMINO AVE STE 300-608, SACRAMENTO, CA 95821"
SKYLARK MHP,YOLO,57-0009-MP,"3205 W CAPITOL AVE, WEST SACRAMENTO, CA 95691, (916) 372-4510",36,"ZARAKANI, SAEED, 2449 NORTHGATE BLVD., SACRAMENTO, CA 95833"
RIVERSIDE MHP,YOLO,57-0010-MP,"744 WALNUT AVE, WEST SACRAMENTO, CA 95691, (916) 927-6929",25,"OLIVEIRA, COSME & LUCIA, 107 HILLSDALE CT, VACAVILLE, CA 95688"
SHIVA'S PARK,YOLO,57-0011-MP,"2125 W CAPITOL AVE, WEST SACRAMENTO, CA 95691, (909) 965-2050",12,"SHRANEET CORP., 3820 CHERRY PL, WEST SACRAMENTO, CA 95691"
WINTERS MOBILE HOME PARK,YOLO,57-0013-MP,"803 W GRANT AVE, WINTERS, CA 95694, (530) 795-2436",79,"WINTERS MHP, LLC, 3090 FITE CIR SUITE # 203, SACRAMENTO, CA 95827"
CASA DEL SOL,YOLO,57-0015-MP,"709 EAST ST, WOODLAND, CA 95776, (530) 406-1584",151,"CHOC, 5030 BUSINESS CENTER #2600, FAIRFIELD, CA 94534"
SLATTERS CT,YOLO,57-0019-MP,"1075 OLIVE DR, DAVIS, CA 95616, (530) 666-0262",28,"SLATTERS COURT L P, 3124 SHELTER COVE PL, DAVIS, CA 95616"
WAYSIDE TRAILER VILLAGE,YOLO,57-0020-MP,"9696 LOCUST ST HWY 113, KNIGHTS LANDING, CA 95645, (530) 735-6234",8,"ARAF, ALI, PO BOX 292, KNIGHTS LANDING, CA 95645"
GLIDE IN MHP 3,YOLO,57-0024-MP,"730 PECAN ST, WEST SACRAMENTO, CA 95691, (916) 372-2111",61,"FONG, COLLIN, 6440 HAVENSIDE DR, SACRAMENTO, CA 95831"
BAKER ST CT,YOLO,57-0025-MP,"11 BAKER ST, WINTERS, CA 95694, (530) 372-2111",12,"HOKA INVESTMENTS, LLC, 548 PALACE COURT, ALAMEDA, CA 94501"
AGAPE PARK,YOLO,57-0026-MP,"2355 W CAPITOL AVE, WEST SACRAMENTO, CA 95691, (707) 218-0992",48,"ADANACO, 2355 WEST CAPITAL AVE SP 40, WEST SACRAMENTO, CA 95691"
CAPITOL WEST RV & MH PARK,YOLO,57-0027-MP,"715 GLIDE AVE, WEST SACRAMENTO, CA 95691, (916) 371-6671",67,"CAPITAL WEST RV PARK, LLC, PO BOX 15274, NEWPORT BEACH, CA 92659"
BELLS TRAILER VILLAGE,YOLO,57-0031-MP,"1224 E GUM AVE, WOODLAND, CA 95776, (530) 666-1206",31,"JEFFERS, LINDSEY, 2050 NW EXCELLO DR, ROSEBURG, OR 97471"
CAPITOL WEST RV & MH PARK (ANNEX),YOLO,57-0032-MP,"2526 W CAPITOL AVE, WEST SACRAMENTO, CA 95691, (916) 371-6671",18,"CAPITAL WEST RV PARK, LLC, PO BOX 15274, NEWPORT BEACH, CA 92659"
CAPRI MHP,YOLO,57-0034-MP,"504 GLIDE AVE, WEST SACRAMENTO, CA 95691, (916) 371-9390",77,"MHP HOLDING LLC, 9390 CENTRAL AVE, ORANGEVALE, CA 95662"
TRAILS END,YOLO,57-0035-MP,"603 GLIDE AVE, WEST SACRAMENTO, CA 95691, (916) 200-9209",25,"TRAILS END MHP LLC, 3511 DEL PASO RD 160-147, SACRAMENTO, CA 95835"
BRYTE MHP,YOLO,57-0037-MP,"1228 SACRAMENTO AVE, WEST SACRAMENTO, CA 95605, (916) 847-5956",40,"TRAN, VAN, 3352 MEDALLION CT, PLEASANTON, CA 94588"
CASA MP,YOLO,57-0038-MP,"1050 W CAPITOL AVE, WEST SACRAMENTO, CA 95691, (916) 371-8125",169,"SACRAMENTO COMMUNITIES, LP, 1654 THE ALAMEDA #100, SAN JOSE, CA 95126"
DAVIS CREEK MHP,YOLO,57-0040-MP,"500 ARTIS LN, DAVIS, CA 95618, (530) 759-1192",170,"DAVIS ROYAL OAK, LLC, 2205 PLAZA DR. SUITE # 100, ROCKLIN, CA 95765"
IDLE WHEEL ESTATES,YOLO,57-0041-MP,"907 BOURN DRIVE, WOODLAND, CA 95776, (530) 662-6249",153,"IDLE WHEEL MHP LLC, 6653 EMBACADERO DR SUITE # C, STOCKTON, CA 95219"
EL RANCHO MOBILE HOME PARK,YOLO,57-0042-MP,"2000 WEST CAPITOL AVE, WEST SACRAMENTO, CA 95691, (916) 371-7103",147,"CAPITAL VENTURES, INC, PO BOX 459, GLEN ELLEN, CA 95442"
